Member_number,itemDescription,itemCost
3888,shopping bags,6.96
2711,bottled beer,3.37
3363,detergent,9.56
4633,white bread,2.43
2864,shopping bags,6.96
2500,grapes,9.57
1477,berries,4.72
1635,citrus fruit,9.12
2401,red/blush wine,8.77
4971,baking powder,6.43
1230,eggs,7.61
4414,newspapers,8.56
2906,dessert,3.75
3856,sliced cheese,5.66
4025,chocolate,5.37
1414,vegetables,3.27
4793,yogurt,9.51
3101,cat food,6.92
1651,whole milk,8.15
4304,canned fish,6.53
3663,frozen fish,2.22
2525,canned beer,9.06
1625,packaged fruit/vegetables,3.09
3812,soda,8.04
2879,cheese,3.76
4180,whole milk,8.15
4187,bottled beer,3.37
4292,red/blush wine,8.77
3043,soda,8.04
1819,berries,4.72
2446,pork,5.16
1701,photo/film,3.28
1047,butter,7.84
1065,dessert,3.75
4360,coffee,6.13
2818,photo/film,3.28
2008,mayonnaise,3.73
2624,cream,8.75
4564,curd,2.47
1049,whole milk,8.15
4433,tea,4.39
3433,frozen meals,8.75
4799,roll products ,9.98
4774,pip fruit,3.52
1153,ice cream,8.03
4776,vegetables,3.27
3596,soda,8.04
4097,grapes,9.57
2262,bottled water,4.69
1518,vegetables,3.27
4593,cream,8.75
4322,prepared dishes,3.73
3633,pasta,2.29
2356,butter milk,2.61
4268,nuts/prunes,4.87
2775,grapes,9.57
4757,pip fruit,3.52
1231,onions,4.27
4323,eggs,7.61
1182,butter milk,2.61
3266,eggs,7.61
3109,soda,8.04
2450,cheese ,3.89
1208,misc. beverages,7.18
2115,rolls_buns,8.11
3774,candy,6.53
2904,flour,5.8
3438,dessert,3.75
3872,vegetables,3.27
3985,bottled beer,3.37
2483,cream,8.75
4445,vegetables,3.27
2462,specialty cheese,5.7
1068,cheese,3.76
1458,grapes,9.57
1382,pip fruit,3.52
3048,white bread,2.43
3501,UHT-milk,7.26
2340,yogurt,9.51
1665,soda,8.04
3982,salt,9.84
1843,chicken,7.57
3365,soda,8.04
3230,roll products ,9.98
2312,red/blush wine,8.77
3493,pip fruit,3.52
1474,vegetables,3.27
4907,whole milk,8.15
3575,butter,7.84
1509,liquor,7.05
1732,yogurt,9.51
4975,pip fruit,3.52
2947,yogurt,9.51
2509,ham,7.84
3061,whole milk,8.15
1916,fruit juice,8.22
4214,chewing gum,3.71
1104,whole milk,8.15
4702,dessert,3.75
2687,vegetables,3.27
3240,whole milk,8.15
2816,pastry,6.14
1524,dessert,3.75
2483,liquor (appetizer),4.24
2101,citrus fruit,9.12
3456,vegetables,3.27
4461,white wine,7.06
1242,tropical fruit,7.28
4017,butter,7.84
1814,waffles,5.47
1486,yogurt,9.51
1514,waffles,5.47
1710,brown bread,8.2
3032,UHT-milk,7.26
4896,tropical fruit,7.28
3373,vegetables,3.27
1746,UHT-milk,7.26
1355,processed cheese,9.25
1162,citrus fruit,9.12
2712,vegetables,3.27
1025,UHT-milk,7.26
3067,packaged fruit/vegetables,3.09
2675,rolls_buns,8.11
1354,frozen vegetables,2.17
4828,whole milk,8.15
1000,misc. beverages,7.18
2822,shopping bags,6.96
1814,pip fruit,3.52
1818,butter,7.84
3082,packaged fruit/vegetables,3.09
4398,salt,9.84
1932,whole milk,8.15
3180,sugar,2.61
4332,bottled beer,3.37
3175,cheese ,3.89
1357,canned beer,9.06
2511,bottled water,4.69
1159,soda,8.04
3855,oil,5.64
1889,UHT-milk,7.26
2448,cheese ,3.89
2652,pip fruit,3.52
1385,vegetables,3.27
2960,pastry,6.14
2736,onions,4.27
1768,butter,7.84
2002,onions,4.27
3046,curd,2.47
2284,frozen fish,2.22
1708,cheese,3.76
1952,pasta,2.29
3497,red/blush wine,8.77
1479,pip fruit,3.52
1237,soda,8.04
4353,UHT-milk,7.26
3528,soda,8.04
2092,pasta,2.29
2514,vegetables,3.27
4790,vegetables,3.27
1948,pip fruit,3.52
3581,light bulbs,5.36
4778,salty snack,8.88
2601,processed cheese,9.25
4678,pot plants,9.18
3642,dish cleaner,5.33
2957,chewing gum,3.71
4585,canned beer,9.06
3637,butter milk,2.61
1353,bottled water,4.69
3257,vegetables,3.27
2524,cream,8.75
2035,whole milk,8.15
3658,beef,7.07
1901,whole milk,8.15
3247,rolls_buns,8.11
4308,newspapers,8.56
1305,vegetables,3.27
1011,grapes,9.57
2234,cream,8.75
3744,butter,7.84
2903,bottled beer,3.37
3036,yogurt,9.51
2465,curd,2.47
1233,margarine,2.4
1366,cream,8.75
3741,eggs,7.61
2230,cheese ,3.89
1206,sugar,2.61
3690,pip fruit,3.52
3620,yogurt,9.51
4759,baby cosmetics,8.57
3543,whole milk,8.15
2792,liver loaf,7.54
1929,vegetables,3.27
2433,vegetables,3.27
4941,hamburger meat,8.96
3547,vegetables,3.27
1290,misc. beverages,7.18
4207,red/blush wine,8.77
2107,butter,7.84
3050,grapes,9.57
3814,whole milk,8.15
4875,citrus fruit,9.12
3691,yogurt,9.51
2433,shopping bags,6.96
4757,seasonal products,7.2
1407,bottled water,4.69
4718,pork,5.16
1240,rolls_buns,8.11
1792,eggs,7.61
4486,tropical fruit,7.28
1757,packaged fruit/vegetables,3.09
2186,zwieback,2.81
3752,pip fruit,3.52
3051,vegetables,3.27
3688,rolls_buns,8.11
4676,whole milk,8.15
2142,mayonnaise,3.73
4939,whole milk,8.15
1806,soda,8.04
1595,cream,8.75
2086,vegetables,3.27
4251,sweet spreads,7.51
2689,whole milk,8.15
2560,beef,7.07
2393,whole milk,8.15
1669,whole milk,8.15
3500,tropical fruit,7.28
1213,newspapers,8.56
4598,vegetables,3.27
1404,rolls_buns,8.11
1758,bottled water,4.69
1265,vegetables,3.27
1006,flour,5.8
2779,vegetables,3.27
4457,rolls_buns,8.11
2532,pet care,4.48
2811,onions,4.27
4004,turkey,2.58
1737,vegetables,3.27
3266,vegetables,3.27
4981,margarine,2.4
1934,fruit juice,8.22
2512,specialty chocolate,3.61
3400,whole milk,8.15
4301,whole milk,8.15
2997,brown bread,8.2
1098,specialty chocolate,3.61
2208,coffee,6.13
3672,chicken,7.57
3651,vegetables,3.27
3957,hard cheese,3.42
2986,vegetables,3.27
4433,whole milk,8.15
3822,whole milk,8.15
4588,tropical fruit,7.28
2622,rolls_buns,8.11
2117,citrus fruit,9.12
1780,cheese,8.2
3819,soda,8.04
1884,vegetables,3.27
2595,yogurt,9.51
3046,newspapers,8.56
3228,vegetables,3.27
2251,pet care,4.48
2368,vegetables,3.27
2573,tropical fruit,7.28
4701,soda,8.04
4384,sweet spreads,7.51
1998,prepared dishes,3.73
4583,bottled beer,3.37
2043,chocolate,5.37
2201,frozen meals,8.75
3522,grapes,9.57
3922,hard cheese,3.42
2636,pastry,6.14
1092,salty snack,8.88
2711,butter,7.84
3899,butter milk,2.61
4372,vegetables,3.27
4576,misc. beverages,7.18
4953,roll products ,9.98
4692,chocolate,8.36
1170,rolls_buns,8.11
2625,citrus fruit,9.12
2394,whole milk,8.15
4277,butter,7.84
3170,waffles,5.47
2229,meat,3.48
2944,chocolate,5.37
2582,grapes,9.57
1373,canned beer,9.06
1366,pastry,6.14
3469,mustard,2.21
4012,whole milk,8.15
2031,dog food,7.6
2459,frozen meals,8.75
4377,soda,8.04
1534,liquor,7.05
2051,vegetables,3.27
3430,brown bread,8.2
1567,candy,6.53
2972,coffee,6.13
1287,grapes,9.57
4776,soda,8.04
2271,bottled water,4.69
4657,chocolate,8.36
2344,semi-finished bread,3.51
1482,cheese,8.2
1278,frozen vegetables,2.17
4831,whole milk,8.15
1819,packaged fruit/vegetables,3.09
2687,instant coffee,7.61
4468,white bread,2.43
4760,pastry,6.14
2310,grapes,9.57
3924,whole milk,8.15
3517,vegetables,3.27
3164,shopping bags,6.96
3245,coffee,6.13
2629,fruit juice,8.22
1347,pastry,6.14
1216,specialty fat,6.66
4636,tropical fruit,7.28
1197,sliced cheese,5.66
1100,pudding powder,7.42
2054,soda,8.04
3761,brown bread,8.2
4947,chocolate,5.37
1032,vegetables,3.27
3353,eggs,7.61
4466,citrus fruit,9.12
2081,spices,7.44
1800,rolls_buns,8.11
3414,whole milk,8.15
2799,detergent,9.56
1634,curd,2.47
3481,bottled beer,3.37
3691,brown bread,8.2
2811,cling film/bags,9.35
2758,grapes,9.57
2872,shopping bags,6.96
3339,whole milk,8.15
3483,pip fruit,3.52
3255,vegetables,3.27
3462,butter,7.84
1355,bottled water,4.69
2952,shopping bags,6.96
2171,roll products ,9.98
2693,bottled beer,3.37
1348,chocolate,8.36
1112,jam,7.52
2058,red/blush wine,8.77
2003,brown bread,8.2
2166,soda,8.04
3113,berries,4.72
2830,rolls_buns,8.11
3582,whole milk,8.15
4572,butter milk,2.61
1373,soups,6.45
2513,bottled beer,3.37
3050,whole milk,8.15
2563,whole milk,8.15
1055,newspapers,8.56
1887,yogurt,9.51
2391,rolls_buns,8.11
3347,margarine,2.4
4873,waffles,5.47
1571,whole milk,8.15
3571,citrus fruit,9.12
4348,rolls_buns,8.11
2400,margarine,2.4
2867,shopping bags,6.96
2672,waffles,5.47
1659,bottled water,4.69
4104,pot plants,9.18
1465,tropical fruit,7.28
3436,UHT-milk,7.26
4503,whole milk,8.15
3812,frozen potato products,7.64
2759,rolls_buns,8.11
2019,vegetables,3.27
3201,tropical fruit,7.28
1861,roll products ,9.98
4524,ice cream,8.03
2680,sweet spreads,7.51
3413,eggs,7.61
4354,oil,5.64
3608,rolls_buns,8.11
3518,pastry,6.14
3542,sugar,2.61
2579,white wine,7.06
2650,soda,8.04
3499,napkins,5.92
2804,vegetables,3.27
2975,fruit juice,8.22
1783,pip fruit,3.52
1116,rolls_buns,8.11
2578,rolls_buns,8.11
4003,citrus fruit,9.12
3021,sliced cheese,5.66
3791,whole milk,8.15
1242,vegetables,3.27
2290,condensed milk,2.04
4204,shopping bags,6.96
4100,cream,8.75
3085,newspapers,8.56
1944,cream,8.75
3845,vegetables,3.27
2077,whole milk,8.15
1128,coffee,6.13
4130,cream,8.75
2496,white wine,7.06
3764,yogurt,9.51
2369,cream,8.75
4662,sugar,2.61
4392,chewing gum,3.71
3259,butter,7.84
1839,cream,8.75
4376,vegetables,3.27
1934,beverages,6.77
1158,cheese ,3.89
2784,dog food,7.6
4954,UHT-milk,7.26
2060,specialty fat,6.66
4556,canned beer,9.06
2433,berries,4.72
1843,semi-finished bread,3.51
1793,rolls_buns,8.11
3640,pastry,6.14
2795,cat food,6.92
2044,shopping bags,6.96
4742,citrus fruit,9.12
3584,photo/film,3.28
1957,vegetables,3.27
3483,male cosmetics,6.11
3883,whole milk,8.15
2474,coffee,6.13
3148,yogurt,9.51
1767,vegetables,3.27
4601,rolls_buns,8.11
3181,canned fish,6.53
2261,onions,4.27
1656,rolls_buns,8.11
4134,pip fruit,3.52
2254,house keeping products,2.81
1517,rolls_buns,8.11
2176,brown bread,8.2
4255,tropical fruit,7.28
1780,yogurt,9.51
1275,specialty chocolate,3.61
2159,female sanitary products,6.72
4153,rolls_buns,8.11
1553,sliced cheese,5.66
2072,vegetables,3.27
2964,hard cheese,3.42
3974,sliced cheese,5.66
4848,canned beer,9.06
1605,seasonal products,7.2
2082,eggs,7.61
2477,pip fruit,3.52
1508,bottled beer,3.37
2682,soda,8.04
1012,whole milk,8.15
3591,newspapers,8.56
2004,vegetables,3.27
4272,whole milk,8.15
1900,yogurt,9.51
3483,tropical fruit,7.28
4686,vegetables,3.27
3757,newspapers,8.56
3484,herbs,6.13
4314,white bread,2.43
1204,pip fruit,3.52
1355,soda,8.04
3463,beverages,6.77
3548,whole milk,8.15
2271,mayonnaise,3.73
2275,shopping bags,6.96
1275,whole milk,8.15
4577,vegetables,3.27
2286,whole milk,8.15
4287,vegetables,3.27
1781,butter milk,2.61
2840,rolls_buns,8.11
2585,whole milk,8.15
2958,tropical fruit,7.28
3788,soda,8.04
3061,margarine,2.4
1531,pickled vegetables,7.36
3451,butter milk,2.61
3119,grapes,9.57
4015,vegetables,3.27
2869,curd,2.47
4814,soda,8.04
2978,vegetables,3.27
4789,liquor,7.05
2151,margarine,2.4
2390,vegetables,3.27
3634,mayonnaise,3.73
3394,rolls_buns,8.11
1874,sugar,2.61
4671,whole milk,8.15
3647,vegetables,3.27
1275,onions,4.27
3306,yogurt,9.51
1087,pip fruit,3.52
3210,tropical fruit,7.28
1136,butter milk,2.61
3050,bottled water,4.69
4406,whole milk,8.15
4277,vegetables,3.27
2500,fruit juice,8.22
4704,whole milk,8.15
4470,cream,8.75
4747,baking powder,6.43
2550,red/blush wine,8.77
4783,curd,2.47
2117,pastry,6.14
4510,sliced cheese,5.66
4258,salty snack,8.88
3535,pastry,6.14
3095,specialty bar,6.93
4625,pasta,2.29
2014,yogurt,9.51
1677,pip fruit,3.52
4743,eggs,7.61
4212,vegetables,3.27
1087,pot plants,9.18
3682,bottled water,4.69
2406,rolls_buns,8.11
3915,hard cheese,3.42
1901,butter,7.84
4992,napkins,5.92
4308,soda,8.04
1566,whole milk,8.15
2839,whole milk,8.15
4666,butter milk,2.61
2325,soda,8.04
4238,pip fruit,3.52
1983,white wine,7.06
4798,shopping bags,6.96
3703,soda,8.04
1456,whole milk,8.15
3309,misc. beverages,7.18
1983,pastry,6.14
2676,newspapers,8.56
1017,dessert,3.75
3793,whole milk,8.15
1609,napkins,5.92
3459,tropical fruit,7.28
1192,seasonal products,7.2
3044,bottled water,4.69
3661,misc. beverages,7.18
1188,rolls_buns,8.11
1865,pip fruit,3.52
1692,soda,8.04
3577,rolls_buns,8.11
4951,tropical fruit,7.28
1714,rolls_buns,8.11
1610,vegetables,3.27
4652,zwieback,2.81
4020,bottled beer,3.37
2633,newspapers,8.56
4305,coffee,6.13
2416,yogurt,9.51
3124,whole milk,8.15
1422,processed cheese,9.25
2101,eggs,7.61
2876,pip fruit,3.52
2684,rolls_buns,8.11
2377,butter,7.84
2394,curd,2.47
4320,popcorn,9.41
1009,yogurt,9.51
1460,vegetables,3.27
1821,frozen vegetables,2.17
3182,zwieback,2.81
1526,whole milk,8.15
2070,oil,5.64
2534,soda,8.04
3794,bottled water,4.69
1405,whole milk,8.15
4544,whole milk,8.15
2494,margarine,2.4
3322,ice cream,8.03
3655,butter,7.84
2918,vegetables,3.27
2584,whole milk,8.15
2212,pastry,6.14
3176,dish cleaner,5.33
4564,pip fruit,3.52
4556,butter milk,2.61
4573,whole milk,8.15
2781,cheese ,3.89
3316,whole milk,8.15
1827,cream,8.75
4889,eggs,7.61
3548,rolls_buns,8.11
2736,beef,7.07
4927,soda,8.04
3214,vegetables,3.27
3275,vegetables,3.27
2909,coffee,6.13
4226,eggs,7.61
1622,rolls_buns,8.11
1395,newspapers,8.56
2938,pasta,2.29
3674,yogurt,9.51
2063,sliced cheese,5.66
4214,citrus fruit,9.12
3042,frozen potato products,7.64
3877,soda,8.04
2168,rolls_buns,8.11
1503,cream,8.75
2769,frozen dessert,2.79
4933,pot plants,9.18
3082,whole milk,8.15
1422,turkey,2.58
3139,frozen vegetables,2.17
2200,citrus fruit,9.12
4670,vegetables,3.27
2053,yogurt,9.51
4847,sliced cheese,5.66
1185,specialty bar,6.93
4656,vegetables,3.27
2741,yogurt,9.51
2654,curd,2.47
2010,vegetables,3.27
2586,tropical fruit,7.28
3511,vegetables,3.27
4700,dessert,3.75
2235,whole milk,8.15
2557,chocolate,5.37
3462,soda,8.04
1356,semi-finished bread,3.51
1477,pot plants,9.18
3094,meat,3.48
3981,cheese,3.76
1340,whole milk,8.15
4015,whole milk,8.15
1719,whole milk,8.15
1542,whole milk,8.15
1357,brown bread,8.2
4003,vegetables,3.27
4224,pastry,6.14
1292,whole milk,8.15
4018,whole milk,8.15
2721,butter,7.84
4016,yogurt,9.51
3654,bottled water,4.69
3745,chocolate,8.36
2851,napkins,5.92
1474,Instant food products,6.05
3623,brown bread,8.2
1647,specialty cheese,5.7
1312,vegetables,3.27
1218,fruit juice,8.22
4745,shopping bags,6.96
4994,fruit juice,8.22
1465,curd,2.47
2380,bottled beer,3.37
1150,sugar,2.61
4371,bottled beer,3.37
4668,frozen vegetables,2.17
2167,specialty chocolate,3.61
3534,yogurt,9.51
3399,vegetables,3.27
1144,fish,6.1
2136,whole milk,8.15
1888,whole milk,8.15
4990,specialty chocolate,3.61
1731,waffles,5.47
4632,soda,8.04
3035,bottled beer,3.37
4376,soda,8.04
3760,soda,8.04
1135,butter,7.84
3132,soda,8.04
1252,pastry,6.14
3698,whole milk,8.15
1442,onions,4.27
1160,frozen meals,8.75
1451,fruit juice,8.22
2785,beef,7.07
3159,white bread,2.43
3205,pip fruit,3.52
2703,bottled water,4.69
1115,yogurt,9.51
2632,cream,8.75
2729,cheese ,3.89
4334,fruit juice,8.22
1009,ketchup,9.81
3098,bottled water,4.69
1489,dessert,3.75
4240,vegetables,3.27
1096,fruit juice,8.22
3120,vegetables,3.27
1608,citrus fruit,9.12
2298,fruit juice,8.22
4646,bottled water,4.69
3782,oil,5.64
2448,pastry,6.14
4999,cream,8.75
1233,vegetables,3.27
1335,waffles,5.47
1889,chicken,7.57
3815,whole milk,8.15
3976,bottled water,4.69
3051,onions,4.27
2630,fruit juice,8.22
4182,specialty bar,6.93
1524,soda,8.04
2165,yogurt,9.51
3710,yogurt,9.51
1859,beef,7.07
1682,seasonal products,7.2
3682,shopping bags,6.96
1866,pastry,6.14
1764,soda,8.04
2016,berries,4.72
3758,yogurt,9.51
1380,chocolate,5.37
3063,cream,8.75
4782,eggs,7.61
3677,pet care,4.48
2315,shopping bags,6.96
3548,cheese,3.76
3198,white bread,2.43
1436,chocolate marshmallow,9.5
4874,dessert,3.75
4002,whole milk,8.15
2911,vegetables,3.27
1611,vegetables,3.27
2561,white wine,7.06
2343,beverages,6.77
1021,baking powder,6.43
3484,white bread,2.43
4378,rolls_buns,8.11
1751,pip fruit,3.52
1730,whole milk,8.15
4669,cream,8.75
1184,sweet spreads,7.51
4793,soda,8.04
4600,baking powder,6.43
3966,whole milk,8.15
3017,cheese,8.2
1834,canned fish,6.53
4508,candy,6.53
2879,newspapers,8.56
4643,coffee,6.13
3757,brown bread,8.2
1486,dish cleaner,5.33
3018,soda,8.04
3600,vegetables,3.27
1239,whole milk,8.15
1315,chocolate,8.36
1654,rolls_buns,8.11
3551,pastry,6.14
2861,whole milk,8.15
1170,cream,8.75
1351,vegetables,3.27
2645,rolls_buns,8.11
4202,vegetables,3.27
2653,vegetables,3.27
3961,finished products,4.23
2441,yogurt,9.51
3637,cheese,8.2
2329,cream,8.75
3858,soda,8.04
4294,bottled beer,3.37
4765,curd,2.47
4017,yogurt,9.51
4855,sweet spreads,7.51
2673,canned beer,9.06
3352,rolls_buns,8.11
1391,yogurt,9.51
4352,vegetables,3.27
1298,Instant food products,6.05
1618,whole milk,8.15
2433,vegetables,3.27
4992,pip fruit,3.52
3515,vegetables,3.27
1786,citrus fruit,9.12
3844,vegetables,3.27
3914,cake bar,2.62
4859,soda,8.04
2747,curd,2.47
4172,soda,8.04
1796,vegetables,3.27
2524,vegetables,3.27
3523,chocolate,8.36
3761,vegetables,3.27
1830,vegetables,3.27
4144,whole milk,8.15
3803,tropical fruit,7.28
4503,pip fruit,3.52
2055,beverages,6.77
3634,frozen vegetables,2.17
4503,bottled water,4.69
3756,pip fruit,3.52
3071,frozen meals,8.75
3168,ice cream,8.03
2301,bottled water,4.69
1270,napkins,5.92
3999,eggs,7.61
1603,whole milk,8.15
3089,citrus fruit,9.12
4671,newspapers,8.56
2985,whole milk,8.15
3318,curd,2.47
3954,onions,4.27
1048,tropical fruit,7.28
3586,waffles,5.47
4431,pastry,6.14
3977,yogurt,9.51
1799,canned fish,6.53
2609,coffee,6.13
4187,specialty cheese,5.7
3140,butter,7.84
4942,sliced cheese,5.66
3886,whole milk,8.15
4453,yogurt,9.51
1056,meat spreads,4.11
2700,specialty cheese,5.7
1049,herbs,6.13
2446,tropical fruit,7.28
4864,margarine,2.4
1483,soda,8.04
4158,hard cheese,3.42
2212,butter milk,2.61
1142,brown bread,8.2
2273,bottled beer,3.37
3741,cream,8.75
3574,white wine,7.06
3902,whole milk,8.15
2169,whole milk,8.15
3038,waffles,5.47
2023,hard cheese,3.42
1038,specialty chocolate,3.61
3998,citrus fruit,9.12
3516,cream,8.75
1979,frozen vegetables,2.17
3635,sliced cheese,5.66
3966,vegetables,3.27
1430,yogurt,9.51
2583,pip fruit,3.52
2055,vegetables,3.27
1092,shopping bags,6.96
4138,vegetables,3.27
1515,pasta,2.29
3481,whole milk,8.15
2426,white bread,2.43
1886,rolls_buns,8.11
4861,pudding powder,7.42
2946,hygiene articles,3.76
2349,bottled beer,3.37
2326,cream,8.75
2910,yogurt,9.51
2103,dessert,3.75
3260,UHT-milk,7.26
1893,salty snack,8.88
3352,misc. beverages,7.18
4834,dessert,3.75
2476,pip fruit,3.52
1013,whole milk,8.15
3004,liquor (appetizer),4.24
1573,oil,5.64
2089,hard cheese,3.42
3077,butter milk,2.61
3900,pasta,2.29
2470,whole milk,8.15
4785,cling film/bags,9.35
2916,frozen vegetables,2.17
3179,rolls_buns,8.11
2285,tropical fruit,7.28
2617,pastry,6.14
1945,cream,8.75
4601,vegetables,3.27
4722,vegetables,3.27
4605,yogurt,9.51
4971,fruit juice,8.22
4725,cat food,6.92
3872,brown bread,8.2
4280,bottled water,4.69
4544,vegetables,3.27
4839,vegetables,3.27
2785,whole milk,8.15
1594,yogurt,9.51
4675,rolls_buns,8.11
1321,soda,8.04
1535,flour,5.8
4437,vegetables,3.27
2249,bottled water,4.69
1785,berries,4.72
4635,sugar,2.61
4125,vegetables,3.27
3568,meat,3.48
3575,bottled water,4.69
2691,vegetables,3.27
3571,hygiene articles,3.76
4648,bottled water,4.69
2085,pip fruit,3.52
4104,soda,8.04
1143,cheese,3.76
2228,shopping bags,6.96
3746,whole milk,8.15
3934,cream,8.75
1329,frozen vegetables,2.17
4689,eggs,7.61
3199,berries,4.72
4778,oil,5.64
1146,bottled beer,3.37
4338,napkins,5.92
1345,salt,9.84
4441,rolls_buns,8.11
2540,soda,8.04
1997,bottled water,4.69
2294,bottled beer,3.37
1523,bottled water,4.69
3165,vegetables,3.27
4831,herbs,6.13
4073,bottled beer,3.37
3661,vegetables,3.27
2019,brown bread,8.2
1092,specialty bar,6.93
4078,canned beer,9.06
4753,chocolate,5.37
1279,whole milk,8.15
1012,rolls_buns,8.11
2362,citrus fruit,9.12
2789,butter,7.84
3229,bottled water,4.69
1715,curd,2.47
4351,tropical fruit,7.28
4397,vegetables,3.27
3653,pip fruit,3.52
2730,frozen potato products,7.64
4321,chicken,7.57
1086,soda,8.04
1708,chocolate,8.36
4293,vegetables,3.27
4524,soda,8.04
3783,hamburger meat,8.96
1460,bottled water,4.69
2960,vegetables,3.27
3442,butter milk,2.61
4059,flour,5.8
1822,rolls_buns,8.11
1584,onions,4.27
1624,napkins,5.92
4877,vegetables,3.27
1567,bottled water,4.69
2018,canned beer,9.06
1182,shopping bags,6.96
3401,bottled beer,3.37
4547,white bread,2.43
3547,vegetables,3.27
4831,yogurt,9.51
2851,canned beer,9.06
3072,cheese,3.76
1398,whole milk,8.15
1779,rolls_buns,8.11
1823,bottled water,4.69
3360,cream,8.75
1565,vegetables,3.27
4321,white bread,2.43
1293,pip fruit,3.52
3331,shopping bags,6.96
2408,white bread,2.43
2742,cheese,3.76
3934,cling film/bags,9.35
4742,hard cheese,3.42
4405,chocolate,8.36
3229,cream,8.75
2817,pastry,6.14
2741,frozen dessert,2.79
3562,ice cream,8.03
4442,fruit juice,8.22
2022,hard cheese,3.42
4380,coffee,6.13
3687,misc. beverages,7.18
2077,butter,7.84
3273,snack products,3.55
3736,vegetables,3.27
3190,beverages,6.77
3295,hamburger meat,8.96
3276,frozen vegetables,2.17
4405,whole milk,8.15
4266,butter,7.84
1372,tropical fruit,7.28
1242,sugar,2.61
4820,rolls_buns,8.11
4702,brown bread,8.2
3687,chocolate marshmallow,9.5
4115,pastry,6.14
2236,whole milk,8.15
1026,candy,6.53
2678,whole milk,8.15
1934,rolls_buns,8.11
3525,chicken,7.57
1354,newspapers,8.56
2782,bottled water,4.69
4456,onions,4.27
4869,pastry,6.14
2454,UHT-milk,7.26
4222,beef,7.07
1358,whole milk,8.15
3393,pip fruit,3.52
1615,pastry,6.14
4734,tropical fruit,7.28
4946,hard cheese,3.42
2419,whole milk,8.15
4989,vegetables,3.27
2961,newspapers,8.56
2707,brown bread,8.2
2010,soda,8.04
1502,UHT-milk,7.26
2600,whole milk,8.15
3603,tropical fruit,7.28
4352,yogurt,9.51
1477,vegetables,3.27
4938,frozen vegetables,2.17
2745,vegetables,3.27
2738,red/blush wine,8.77
4170,eggs,7.61
3776,citrus fruit,9.12
1062,whole milk,8.15
1546,bottled water,4.69
2020,yogurt,9.51
2366,pip fruit,3.52
1107,rolls_buns,8.11
1407,whole milk,8.15
3718,brown bread,8.2
4808,meat spreads,4.11
2940,vegetables,3.27
3048,liquor (appetizer),4.24
3165,whole milk,8.15
4306,whole milk,8.15
4302,rolls_buns,8.11
4516,yogurt,9.51
3582,whole milk,8.15
1534,vegetables,3.27
1844,specialty chocolate,3.61
1218,yogurt,9.51
4482,rolls_buns,8.11
2574,vegetables,3.27
